cms_prescription_counts,provider_variables,npi
"{'DOXAZOSIN MESYLATE': 34, 'CALCIUM ACETATE': 68, 'DILTIAZEM 24HR CD': 25, 'POTASSIUM CITRATE': 12, 'HYDRALAZINE HCL': 21, 'SENSIPAR': 72, 'LABETALOL HCL': 39, 'KLOR-CON M20': 13, 'OMEPRAZOLE': 23, 'HYDROCHLOROTHIAZIDE': 36, 'PREDNISONE': 107, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 47, 'LOVAZA': 15, 'CARTIA XT': 12, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 13, 'METOPROLOL TARTRATE': 50, 'TEKTURNA': 22, 'HECTOROL': 26, 'BYSTOLIC': 16, 'DIOVAN': 17, 'MINOXIDIL': 26, 'ALLOPURINOL': 19, 'TACROLIMUS': 39, 'CALCITRIOL': 45, 'AMLODIPINE BESYLATE': 55, 'RENVELA': 30, 'PROGRAF': 11, 'FOLIC ACID': 13, 'LOSARTAN POTASSIUM': 32, 'MYCOPHENOLATE MOFETIL': 42, 'CIPROFLOXACIN HCL': 20, 'CARVEDILOL': 33, 'PRAVASTATIN SODIUM': 41, 'DILTIAZEM 24HR ER': 14, 'LIDOCAINE-PRILOCAINE': 21, 'POTASSIUM CHLORIDE': 23, 'FUROSEMIDE': 129, 'CLONIDINE HCL': 32, 'METOPROLOL SUCCINATE': 22, 'COZAAR': 12, 'LISINOPRIL': 68, 'VITAMIN D2': 29}","{'settlement_type': 'urban', 'generic_rx_count': 1149, 'specialty': 'Nephrology', 'years_practicing': 8, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 275}",1538160924
{'OXYCODONE HCL': 14},"{'settlement_type': 'urban', 'generic_rx_count': 14, 'specialty': 'Adult Health', 'years_practicing': 2, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 0}",1285913459
"{'CEPHALEXIN': 15, 'TRIAMCINOLONE ACETONIDE': 33, 'PIOGLITAZONE HCL': 17, 'TERAZOSIN HCL': 16, 'ATORVASTATIN CALCIUM': 19, 'GLIPIZIDE': 56, 'AMOXICILLIN': 22, 'DIOVAN': 11, 'MELOXICAM': 17, 'NAPROXEN': 82, 'HYDROCODONE-ACETAMINOPHEN': 18, 'HYDROCHLOROTHIAZIDE': 38, 'GEMFIBROZIL': 41, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 14, 'FENOFIBRATE': 29, 'TAMSULOSIN HCL': 16, 'METFORMIN HCL': 95, 'ZOLPIDEM TARTRATE': 33, 'FLUTICASONE PROPIONATE': 27, 'IBUPROFEN': 27, 'BACLOFEN': 53, 'OMEPRAZOLE': 83, 'AMITRIPTYLINE HCL': 12, 'LORAZEPAM': 16, 'LANTUS': 19, 'BENAZEPRIL HCL': 85, 'AMLODIPINE BESYLATE': 62, 'DONEPEZIL HCL': 11, 'SIMVASTATIN': 99, 'LOSARTAN POTASSIUM': 20, 'GABAPENTIN': 23, 'MECLIZINE HCL': 23, 'ATENOLOL': 26, 'CLOPIDOGREL': 13, 'FUROSEMIDE': 22, 'AZITHROMYCIN': 26, 'ALENDRONATE SODIUM': 22, 'TRAMADOL HCL': 50, 'LISINOPRIL': 33, 'LEVOTHYROXINE SODIUM': 51}","{'settlement_type': 'non-urban', 'generic_rx_count': 1345, 'specialty': 'Family', 'years_practicing': 2, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 30}",1053692640
"{'CIPROFLOXACIN HCL': 14, 'AMOXICILLIN': 19, 'DOXYCYCLINE HYCLATE': 16, 'FLUTICASONE PROPIONATE': 32, 'AMOX TR-POTASSIUM CLAVULANATE': 13, 'LISINOPRIL': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 92, 'specialty': 'Family', 'years_practicing': 2, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 13}",1265737530
"{'DESIPRAMINE HCL': 12, 'RISPERIDONE': 306, 'TRIFLUOPERAZINE HCL': 70, 'CLONAZEPAM': 142, 'TRIHEXYPHENIDYL HCL': 27, 'CLOMIPRAMINE HCL': 18, 'ESCITALOPRAM OXALATE': 119, 'FLUPHENAZINE HCL': 46, 'BENZTROPINE MESYLATE': 475, 'CARBAMAZEPINE': 129, 'SERTRALINE HCL': 157, 'DIVALPROEX SODIUM': 134, 'CLOZAPINE': 102, 'AMITRIPTYLINE HCL': 90, 'QUETIAPINE FUMARATE': 291, 'OLANZAPINE': 147, 'LITHIUM CARBONATE': 62, 'ZALEPLON': 12, 'ABILIFY': 246, 'ALPRAZOLAM': 34, 'BUSPIRONE HCL': 175, 'HYDROXYZINE PAMOATE': 378, 'FLUOXETINE HCL': 100, 'HYDROXYZINE HCL': 31, 'LOXAPINE': 110, 'PAROXETINE HCL': 27, 'MIRTAZAPINE': 150, 'CHLORPROMAZINE HCL': 72, 'CYMBALTA': 93, 'RISPERDAL CONSTA': 25, 'PRISTIQ ER': 22, 'STRATTERA': 14, 'ZIPRASIDONE HCL': 317, 'CITALOPRAM HBR': 185, 'TRAZODONE HCL': 158, 'ZOLPIDEM TARTRATE': 34, 'DIVALPROEX SODIUM ER': 222, 'TEMAZEPAM': 90, 'LORAZEPAM': 129, 'OXCARBAZEPINE': 61, 'GABAPENTIN': 15, 'BUPROPION XL': 117, 'HALOPERIDOL': 124, 'VENLAFAXINE HCL ER': 181, 'AMANTADINE': 29, 'VALPROIC ACID': 13, 'LAMOTRIGINE': 35, 'TOPIRAMATE': 16}","{'settlement_type': 'urban', 'generic_rx_count': 5153, 'specialty': 'Psychiatry', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 400}",1972728764
"{'CLONAZEPAM': 15, 'WARFARIN SODIUM': 19, 'RANITIDINE HCL': 14, 'ATORVASTATIN CALCIUM': 21, 'HYDROCHLOROTHIAZIDE': 33, 'TRIAMTERENE-HYDROCHLOROTHIAZID': 17, 'GLYBURIDE': 17, 'CITALOPRAM HBR': 11, 'METFORMIN HCL': 18, 'NADOLOL': 16, 'ALPRAZOLAM': 17, 'OMEPRAZOLE': 32, 'ALLOPURINOL': 25, 'LORAZEPAM': 18, 'HYDROXYUREA': 28, 'AMLODIPINE BESYLATE': 17, 'TRIAMTERENE-HCTZ': 16, 'ZETIA': 11, 'DIGOX': 12, 'ATENOLOL': 48, 'PRAVASTATIN SODIUM': 11, 'LEVOTHYROXINE SODIUM': 47, 'LANOXIN': 12, 'CLOPIDOGREL': 21, 'ALENDRONATE SODIUM': 16, 'KLOR-CON 10': 11, 'LISINOPRIL': 111, 'SIMVASTATIN': 35}","{'settlement_type': 'non-urban', 'generic_rx_count': 623, 'specialty': 'Hematology', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 46}",1912946252
"{'LETROZOLE': 22, 'EXEMESTANE': 17, 'TAMOXIFEN CITRATE': 16, 'DEXAMETHASONE': 22, 'FAMOTIDINE': 12, 'OXYCONTIN': 11, 'FUROSEMIDE': 23, 'PRENATAL PLUS': 11, 'OXYCODONE HCL': 31, 'WARFARIN SODIUM': 22, 'HYDROCODONE-ACETAMINOPHEN': 63, 'AZATHIOPRINE': 13, 'OMEPRAZOLE': 31, 'PROMETHAZINE HCL': 12, 'LORAZEPAM': 35, 'AMLODIPINE BESYLATE': 12, 'AMOX TR-POTASSIUM CLAVULANATE': 19, 'PREDNISONE': 26, 'FENTANYL': 18, 'ANASTROZOLE': 116, 'CIPROFLOXACIN HCL': 38, 'PROMACTA': 13, 'LEVOTHYROXINE SODIUM': 36, 'OXYCODONE HCL-ACETAMINOPHEN': 14, 'AZITHROMYCIN': 26, 'TARCEVA': 21, 'GLEEVEC': 36, 'ALPRAZOLAM': 20, 'PANTOPRAZOLE SODIUM': 21}","{'settlement_type': 'non-urban', 'generic_rx_count': 646, 'specialty': 'Hematology & Oncology', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 111}",1063428076
"{'GABAPENTIN': 18, 'HYDROCODONE-ACETAMINOPHEN': 23}","{'settlement_type': 'non-urban', 'generic_rx_count': 41, 'specialty': 'Pain Medicine', 'years_practicing': 5, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1760648612
"{'AMOXICILLIN': 18, 'SF 5000 PLUS': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 18, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 13}",1093816910
{'AMOXICILLIN': 23},"{'settlement_type': 'non-urban', 'generic_rx_count': 23, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1952503518
"{'GABAPENTIN': 22, 'LAMICTAL': 12, 'RIZATRIPTAN': 11, 'LYRICA': 11}","{'settlement_type': 'urban', 'generic_rx_count': 33, 'specialty': 'Neurology', 'years_practicing': 4, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 23}",1407084528
"{'AZITHROMYCIN': 12, 'COLISTIMETHATE SODIUM': 41, 'ADVAIR DISKUS': 20, 'CREON': 25, 'MEROPENEM': 45}","{'settlement_type': 'urban', 'generic_rx_count': 57, 'specialty': 'Pulmonary Disease', 'years_practicing': 7, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 86}",1558446385
"{'LAMOTRIGINE': 73, 'FLUOXETINE HCL': 13, 'CLONAZEPAM': 12, 'QUETIAPINE FUMARATE': 12, 'ESCITALOPRAM OXALATE': 11, 'RISPERIDONE': 11, 'SERTRALINE HCL': 37, 'BUPROPION XL': 19, 'ZIPRASIDONE HCL': 14, 'CITALOPRAM HBR': 12, 'TRAZODONE HCL': 27, 'ABILIFY': 31, 'ALPRAZOLAM': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 252, 'specialty': 'Psychiatry', 'years_practicing': 6, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 31}",1578694824
{'METOPROLOL SUCCINATE': 12},"{'settlement_type': 'urban', 'generic_rx_count': 12, 'specialty': 'Gerontology', 'years_practicing': 8, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1790783512
{'DIAZEPAM': 13},"{'settlement_type': 'non-urban', 'generic_rx_count': 13, 'specialty': 'Pediatric Dentistry', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1144434572
"{'CALCIUM ACETATE': 17, 'LANSOPRAZOLE': 16, 'NEXIUM': 15, 'HYDRALAZINE HCL': 54, 'FUROSEMIDE': 54, 'SENSIPAR': 102, 'LABETALOL HCL': 12, 'METOPROLOL TARTRATE': 22, 'AMLODIPINE BESYLATE-BENAZEPRIL': 12, 'BUMETANIDE': 16, 'DILTIAZEM 24HR ER': 12, 'DIOVAN': 22, 'ALLOPURINOL': 16, 'OMEPRAZOLE': 23, 'AMLODIPINE BESYLATE': 39, 'RENVELA': 69, 'LOSARTAN POTASSIUM': 13, 'CALCITRIOL': 41, 'PRAVASTATIN SODIUM': 13, 'LIDOCAINE-PRILOCAINE': 14, 'ZEMPLAR': 43, 'CLONIDINE HCL': 13, 'LISINOPRIL': 15, 'PANTOPRAZOLE SODIUM': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 415, 'specialty': 'Adult Health', 'years_practicing': 8, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 251}",1629076054
"{'DIGOX': 12, 'PIOGLITAZONE HCL': 17, 'NEXIUM': 13, 'AMOXICILLIN': 12, 'NAMENDA': 11, 'ESCITALOPRAM OXALATE': 11, 'HYDROCHLOROTHIAZIDE': 17, 'FENOFIBRATE': 12, 'METFORMIN HCL': 29, 'CRESTOR': 18, 'CIPROFLOXACIN HCL': 11, 'CLOPIDOGREL': 16, 'AMOX TR-POTASSIUM CLAVULANATE': 14, 'ATORVASTATIN CALCIUM': 18, 'GABAPENTIN': 15, 'MECLIZINE HCL': 11, 'SIMVASTATIN': 20, 'PRAVASTATIN SODIUM': 27, 'LEVOTHYROXINE SODIUM': 20, 'AMLODIPINE BESYLATE': 34, 'AZITHROMYCIN': 12, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 13, 'LISINOPRIL': 23}","{'settlement_type': 'non-urban', 'generic_rx_count': 318, 'specialty': 'Family', 'years_practicing': 1, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 68}",1205184348
{'AMOXICILLIN': 11},"{'settlement_type': 'urban', 'generic_rx_count': 11, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1831395086
{'SERTRALINE HCL': 13},"{'settlement_type': 'non-urban', 'generic_rx_count': 13, 'specialty': 'Psychiatry', 'years_practicing': 6, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 0}",1801099577
"{'AFINITOR': 13, 'LETROZOLE': 36, 'DEXAMETHASONE': 47, 'EXEMESTANE': 20, 'MORPHINE SULFATE': 17, 'OXYCODONE-ACETAMINOPHEN': 17, 'ARANESP': 16, 'WARFARIN SODIUM': 45, 'HYDROXYUREA': 47, 'CYMBALTA': 12, 'HYDROMORPHONE HCL': 13, 'ANASTROZOLE': 158, 'ACYCLOVIR': 11, 'REVLIMID': 48, 'ONDANSETRON HCL': 49, 'LEVOFLOXACIN': 51, 'MORPHINE SULFATE ER': 40, 'OMEPRAZOLE': 39, 'LORAZEPAM': 34, 'OXYCONTIN': 18, 'HYDROCODONE-ACETAMINOPHEN': 45, 'PREDNISONE': 38, 'SERTRALINE HCL': 11, 'CIPROFLOXACIN HCL': 18, 'FONDAPARINUX SODIUM': 22, 'AZITHROMYCIN': 12, 'DOXYCYCLINE HYCLATE': 13, 'TARCEVA': 21}","{'settlement_type': 'urban', 'generic_rx_count': 783, 'specialty': 'Hematology & Oncology', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 128}",1972573848
"{'AMOXICILLIN': 19, 'CHLORHEXIDINE GLUCONATE': 12}","{'settlement_type': 'urban', 'generic_rx_count': 31, 'specialty': 'Prosthodontics', 'years_practicing': 6, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1083735609
"{'BACLOFEN': 126, 'GAVILYTE-N': 11, 'SULFASALAZINE': 12, 'AMITRIPTYLINE HCL': 25, 'NEXIUM': 34, 'MOVIPREP': 49, 'OMEPRAZOLE-SODIUM BICARBONATE': 12, 'FAMOTIDINE': 34, 'SUPREP': 79, 'OMEPRAZOLE': 209, 'DEXILANT': 55, 'SULFAZINE': 14, 'GABAPENTIN': 19, 'CIPROFLOXACIN HCL': 44, 'PANTOPRAZOLE SODIUM': 126, 'BUDESONIDE EC': 29, 'PENTASA': 18, 'METRONIDAZOLE': 14, 'AMITIZA': 14, 'LINZESS': 11, 'DICYCLOMINE HCL': 32}","{'settlement_type': 'urban', 'generic_rx_count': 682, 'specialty': 'Gastroenterology', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 285}",1437114113
"{'CEPHALEXIN': 13, 'AMOXICILLIN': 118, 'HYDROCODONE-ACETAMINOPHEN': 105, 'CLINDAMYCIN HCL': 25, 'SF': 11}","{'settlement_type': 'urban', 'generic_rx_count': 261, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 11}",1497817449
"{'VESICARE': 19, 'FAMOTIDINE': 61, 'HYDRALAZINE HCL': 37, 'LANTUS SOLOSTAR': 21, 'CYCLOBENZAPRINE HCL': 37, 'NAPROXEN': 60, 'BENZTROPINE MESYLATE': 12, 'BENICAR HCT': 17, 'METRONIDAZOLE': 15, 'NISOLDIPINE': 13, 'COMBIVENT RESPIMAT': 11, 'BENAZEPRIL HCL': 20, 'MORPHINE SULFATE ER': 12, 'BD ULTRA-FINE PEN NEEDLE': 14, 'ZOLPIDEM TARTRATE': 57, 'LOSARTAN POTASSIUM': 65, 'FLUTICASONE PROPIONATE': 36, 'LANTUS': 19, 'ZETIA': 47, 'SYMBICORT': 12, 'PANTOPRAZOLE SODIUM': 34, 'TRIAMTERENE-HCTZ': 28, 'ALENDRONATE SODIUM': 23, 'CLONIDINE HCL': 22, 'DICYCLOMINE HCL': 15, 'SPIRONOLACTONE': 27, 'IPRATROPIUM-ALBUTEROL': 18, 'LEVOTHYROXINE SODIUM': 101, 'LEVOFLOXACIN': 30, 'FLUOXETINE HCL': 35, 'NYSTOP': 11, 'NEXIUM': 38, 'PAROXETINE HCL': 13, 'FUROSEMIDE': 62, 'RANITIDINE HCL': 16, 'TAMSULOSIN HCL': 13, 'OXYBUTYNIN CHLORIDE': 25, 'GLYBURIDE': 22, 'CITALOPRAM HBR': 70, 'ZIPRASIDONE HCL': 24, 'METOPROLOL TARTRATE': 98, 'ISOSORBIDE MONONITRATE ER': 19, 'AMITIZA': 24, 'ALLOPURINOL': 29, 'IBUPROFEN': 18, 'LORAZEPAM': 43, 'CLOPIDOGREL': 41, 'POTASSIUM CHLORIDE': 48, 'AMOX TR-POTASSIUM CLAVULANATE': 13, 'SPIRIVA': 25, 'MELOXICAM': 56, 'POLYETHYLENE GLYCOL 3350': 23, 'VENLAFAXINE HCL ER': 12, 'ALPRAZOLAM': 17, 'AZITHROMYCIN': 24, 'PHENYTOIN SODIUM EXTENDED': 18, 'PREMARIN': 11, 'LEVEMIR': 15, 'OXCARBAZEPINE': 12, 'CELEBREX': 14, 'CLONAZEPAM': 25, 'INSULIN SYRINGE': 13, 'NAMENDA': 35, 'RESTASIS': 11, 'WARFARIN SODIUM': 97, 'ESCITALOPRAM OXALATE': 21, 'HYDROCODONE-ACETAMINOPHEN': 148, 'HYDROCHLOROTHIAZIDE': 83, 'ADVAIR DISKUS': 46, 'FENOFIBRATE': 38, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 19, 'PROAIR HFA': 21, 'METFORMIN HCL': 79, 'METOPROLOL SUCCINATE': 118, 'BACLOFEN': 12, 'OMEPRAZOLE': 90, 'DIVALPROEX SODIUM': 24, 'AMITRIPTYLINE HCL': 50, 'LYRICA': 23, 'AMLODIPINE BESYLATE': 139, 'SIMVASTATIN': 111, 'PREDNISONE': 28, 'FENTANYL': 11, 'GLIPIZIDE ER': 31, 'RAMIPRIL': 12, 'FLUCONAZOLE': 17, 'SYNTHROID': 17, 'OXYCODONE HCL-ACETAMINOPHEN': 20, 'TRAMADOL HCL': 65, 'LISINOPRIL': 180, 'TRIAMCINOLONE ACETONIDE': 16, 'GLIPIZIDE': 31, 'LEVEMIR FLEXPEN': 15, 'DIOVAN': 26, 'ATORVASTATIN CALCIUM': 120, 'CRESTOR': 21, 'DICLOFENAC SODIUM': 11, 'TRAZODONE HCL': 33, 'NYSTATIN': 28, 'CARVEDILOL': 40, 'BYSTOLIC': 12, 'JANUVIA': 15, 'TIZANIDINE HCL': 12, 'METFORMIN HCL ER': 14, 'RISPERIDONE': 23, 'DONEPEZIL HCL': 17, 'CYMBALTA': 14, 'GABAPENTIN': 86, 'CIPROFLOXACIN HCL': 17, 'ATENOLOL': 77, 'PRAVASTATIN SODIUM': 34, 'TORSEMIDE': 12, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 21, 'SERTRALINE HCL': 38}","{'settlement_type': 'non-urban', 'generic_rx_count': 3509, 'specialty': 'Adolescent Medicine', 'years_practicing': 6, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 580}",1275683278
"{'ESCITALOPRAM OXALATE': 17, 'RISPERIDONE': 12, 'CLONAZEPAM': 14, 'LORAZEPAM': 17, 'QUETIAPINE FUMARATE': 12, 'ZIPRASIDONE HCL': 12, 'CITALOPRAM HBR': 16, 'TRAZODONE HCL': 23, 'ZOLPIDEM TARTRATE': 31, 'ALPRAZOLAM': 29}","{'settlement_type': 'non-urban', 'generic_rx_count': 183, 'specialty': 'Psych/Mental Health', 'years_practicing': 1, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 0}",1689920357
"{'SIMVASTATIN': 11, 'SUBOXONE': 175, 'LORAZEPAM': 11, 'DEXTROAMPHETAMINE SULFATE': 11, 'CYCLOBENZAPRINE HCL': 11, 'LISINOPRIL': 12, 'BUPRENORPHINE-NALOXONE': 49}","{'settlement_type': 'non-urban', 'generic_rx_count': 105, 'specialty': 'Cardiovascular Disease', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 175}",1295833523
"{'BACLOFEN': 13, 'CLOPIDOGREL': 12, 'NEURONTIN': 14, 'NAMENDA': 23, 'DONEPEZIL HCL': 15, 'SPIRIVA': 11, 'MIRTAZAPINE': 13, 'SERTRALINE HCL': 25, 'SIMVASTATIN': 12, 'PRAVASTATIN SODIUM': 15, 'LEVOTHYROXINE SODIUM': 32, 'FUROSEMIDE': 12, 'PROAIR HFA': 11, 'MONTELUKAST SODIUM': 15, 'PANTOPRAZOLE SODIUM': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 175, 'specialty': 'Medical', 'years_practicing': 8, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 59}",1962493932
"{'PEG-3350 WITH FLAVOR PACKS': 27, 'TRILYTE WITH FLAVOR PACKETS': 64, 'LANSOPRAZOLE': 26, 'NEXIUM': 150, 'LIALDA': 14, 'BUDESONIDE EC': 31, 'SUPREP': 108, 'GAVILYTE-N': 47, 'DEXILANT': 25, 'RANITIDINE HCL': 16, 'CHOLESTYRAMINE': 11, 'BALSALAZIDE DISODIUM': 12, 'URSODIOL': 23, 'HUMIRA': 11, 'ONDANSETRON HCL': 11, 'OMEPRAZOLE': 158, 'MOVIPREP': 20, 'OMEPRAZOLE-SODIUM BICARBONATE': 11, 'APRISO': 15, 'PANTOPRAZOLE SODIUM': 237, 'SULFASALAZINE': 11, 'SPIRONOLACTONE': 12, 'ASACOL HD': 19, 'XIFAXAN': 14}","{'settlement_type': 'urban', 'generic_rx_count': 559, 'specialty': 'Gastroenterology', 'years_practicing': 8, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 514}",1891770467
"{'CARBIDOPA-LEVODOPA': 85, 'SELEGILINE HCL': 16, 'CLONAZEPAM': 51, 'EXELON': 80, 'GAMUNEX-C': 16, 'NAMENDA': 234, 'PYRIDOSTIGMINE BROMIDE': 36, 'MIRTAZAPINE': 28, 'ESCITALOPRAM OXALATE': 25, 'CYMBALTA': 27, 'CARISOPRODOL': 13, 'ROPINIROLE HCL': 44, 'NEUPRO': 20, 'CITALOPRAM HBR': 35, 'COPAXONE': 25, 'ZOLPIDEM TARTRATE': 20, 'DIVALPROEX SODIUM ER': 22, 'LEVETIRACETAM': 42, 'PRIMIDONE': 63, 'BACLOFEN': 21, 'PRAMIPEXOLE DIHYDROCHLORIDE': 58, 'TRAZODONE HCL': 22, 'LORAZEPAM': 28, 'AMITRIPTYLINE HCL': 11, 'LYRICA': 64, 'GABAPENTIN': 118, 'DONEPEZIL HCL': 141, 'HYDROCODONE-ACETAMINOPHEN': 19, 'PREDNISONE': 60, 'CARBIDOPA-LEVODOPA ER': 35, 'SERTRALINE HCL': 79, 'VENLAFAXINE HCL ER': 18, 'AMANTADINE': 25, 'NORTRIPTYLINE HCL': 29, 'PHENYTOIN SODIUM EXTENDED': 20, 'LAMOTRIGINE': 46, 'TEMAZEPAM': 18, 'ABILIFY': 11, 'ALPRAZOLAM': 28, 'TRAMADOL HCL': 33}","{'settlement_type': 'non-urban', 'generic_rx_count': 1289, 'specialty': 'Neurology', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 477}",1891750592
"{'HUMALOG': 73, 'LEVEMIR': 19, 'PIOGLITAZONE HCL': 19, 'NOVOLIN N': 17, 'INSULIN SYRINGE': 32, 'NOVOLOG': 30, 'LEVEMIR FLEXPEN': 45, 'LOSARTAN POTASSIUM': 15, 'SENSIPAR': 25, 'NORDITROPIN FLEXPRO': 13, 'HUMULIN N': 19, 'GLIMEPIRIDE': 58, 'ATORVASTATIN CALCIUM': 19, 'HYDROCHLOROTHIAZIDE': 27, 'NOVOLOG FLEXPEN': 66, 'GLYBURIDE': 15, 'METFORMIN HCL': 108, 'BD ULTRA-FINE PEN NEEDLE': 71, 'METHIMAZOLE': 35, 'JANUVIA': 31, 'GLIPIZIDE': 13, 'METOPROLOL TARTRATE': 13, 'BYDUREON': 17, 'CALCITRIOL': 15, 'LANTUS SOLOSTAR': 73, 'PEN NEEDLE': 11, 'HUMULIN R': 28, 'PREDNISONE': 15, 'GABAPENTIN': 14, 'LANTUS': 61, 'SIMVASTATIN': 21, 'NOVOFINE AUTOCOVER': 11, 'SYNTHROID': 70, 'VICTOZA 3-PAK': 16, 'NOVOLOG MIX 70-30 FLEXPEN': 15, 'HUMATROPE': 17, 'APIDRA SOLOSTAR': 25, 'LEVOTHYROXINE SODIUM': 192, 'LISINOPRIL': 35, 'NOVOLIN 70-30': 23}","{'settlement_type': 'urban', 'generic_rx_count': 625, 'specialty': 'Endocrinology, Diabetes & Metabolism', 'years_practicing': 7, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 797}",1710928882
{'NAPROXEN': 11},"{'settlement_type': 'non-urban', 'generic_rx_count': 11, 'specialty': 'Family', 'years_practicing': 7, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1396761607
"{'GABAPENTIN': 124, 'HYDROCODONE-ACETAMINOPHEN': 21, 'SUMATRIPTAN': 11, 'AMITRIPTYLINE HCL': 24, 'NORTRIPTYLINE HCL': 19, 'METHADONE HCL': 12, 'OXYCONTIN': 25, 'OXYCODONE HCL': 26, 'DOXEPIN HCL': 15}","{'settlement_type': 'urban', 'generic_rx_count': 252, 'specialty': 'Neurology', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 25}",1881632511
{'AMOXICILLIN': 13},"{'settlement_type': 'non-urban', 'generic_rx_count': 13, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1285763771
